unigram,gatsby_prob,alice_prob,austen_prob,gatsby_count,alice_count,austen_count
barbara,6.01E-05,0,0,3,0,0
ripped,6.01E-05,0,0,3,0,0
hers,6.01E-05,0.000109681,6.46E-05,3,3,8
described,6.01E-05,0,4.04E-05,3,0,5
finished,6.01E-05,0.000438725,8.89E-05,3,12,11
telling,6.01E-05,7.31E-05,5.66E-05,3,2,7
clear,6.01E-05,7.31E-05,7.27E-05,3,2,9
v,6.01E-05,3.66E-05,8.08E-06,3,1,1
shrubbery,6.01E-05,0,3.23E-05,3,0,4
wires,6.01E-05,0,0,3,0,0
warned,6.01E-05,0,8.08E-06,3,0,1
ecstatic,6.01E-05,0,0,3,0,0
momentarily,6.01E-05,0,0,3,0,0
pressure,6.01E-05,0,0,3,0,0
immediate,6.01E-05,3.66E-05,9.70E-05,3,1,12
decade,6.01E-05,0,0,3,0,0
sold,6.01E-05,0,0,3,0,0
material,6.01E-05,0,7.27E-05,3,0,9
fallen,6.01E-05,0.000146242,2.42E-05,3,4,3
mirror,6.01E-05,0,0,3,0,0
throat,6.01E-05,7.31E-05,8.08E-06,3,2,1
automatically,6.01E-05,0,0,3,0,0
panic,6.01E-05,0,0,3,0,0
odour,6.01E-05,0,0,3,0,0
plum,6.01E-05,0,0,3,0,0
bedrooms,6.01E-05,0,0,3,0,0
study,6.01E-05,0,5.66E-05,3,0,7
muffled,6.01E-05,0,0,3,0,0
objects,6.01E-05,0,5.66E-05,3,0,7
yachting,6.01E-05,0,0,3,0,0
hung,6.01E-05,3.66E-05,0,3,1,0
desk,6.01E-05,3.66E-05,0,3,1,0
falling,6.01E-05,7.31E-05,2.42E-05,3,2,3
clouds,6.01E-05,0,0,3,0,0
save,6.01E-05,3.66E-05,2.42E-05,3,1,3
carrying,6.01E-05,7.31E-05,3.23E-05,3,2,4
ready,6.01E-05,0.000292483,0.000161597,3,8,20
conception,6.01E-05,0,8.08E-06,3,0,1
vast,6.01E-05,0,1.62E-05,3,0,2
naturally,6.01E-05,0,9.70E-05,3,0,12
others,6.01E-05,0.000255923,0.000436311,3,7,54
brain,6.01E-05,3.66E-05,1.62E-05,3,1,2
destiny,6.01E-05,0,0,3,0,0
fields,6.01E-05,0,8.08E-06,3,0,1
physically,6.01E-05,0,0,3,0,0
ella,6.01E-05,0,0,3,0,0
kaye,6.01E-05,0,0,3,0,0
liquor,6.01E-05,0,0,3,0,0
delighted,6.01E-05,7.31E-05,0.000185836,3,2,23
grown,6.01E-05,0.000255923,4.04E-05,3,7,5
bending,6.01E-05,0,0,3,0,0
player,6.01E-05,0,0,3,0,0
stuck,6.01E-05,0,0,3,0,0
shadows,6.01E-05,0,0,3,0,0
radiant,6.01E-05,0,0,3,0,0
unutterable,6.01E-05,0,0,3,0,0
telephoned,6.01E-05,0,0,3,0,0
relieved,6.01E-05,3.66E-05,6.46E-05,3,1,8
gust,6.01E-05,0,0,3,0,0
loves,6.01E-05,0,1.62E-05,3,0,2
daddy,6.01E-05,0,0,3,0,0
towel,6.01E-05,0,0,3,0,0
keenly,6.01E-05,0,0,3,0,0
investigation,6.01E-05,0,0,3,0,0
hell,6.01E-05,0,0,3,0,0
doorway,6.01E-05,3.66E-05,8.08E-06,3,1,1
breathing,6.01E-05,0,8.08E-06,3,0,1
waving,6.01E-05,0.000182802,0,3,5,0
sweat,6.01E-05,0,0,3,0,0
raced,6.01E-05,0,0,3,0,0
julep,6.01E-05,0,0,3,0,0
fainted,6.01E-05,0,0,3,0,0
seeing,6.01E-05,3.66E-05,0.00047671,3,1,59
dry,6.01E-05,0.000292483,0,3,8,0
mattered,6.01E-05,0,0,3,0,0
accidental,6.01E-05,0,2.42E-05,3,0,3
thinning,6.01E-05,0,0,3,0,0
stopping,6.01E-05,3.66E-05,2.42E-05,3,1,3
incoherent,6.01E-05,0,0,3,0,0
instantly,6.01E-05,0.000182802,0.000250475,3,5,31
goin',6.01E-05,0,0,3,0,0
decision,6.01E-05,0,0,3,0,0
worth,6.01E-05,0.000146242,0.000121197,3,4,15
damn,6.01E-05,0,0,3,0,0
difficulty,6.01E-05,0.000146242,6.46E-05,3,4,8
drawer,6.01E-05,0,0,3,0,0
leash,6.01E-05,0,0,3,0,0
mattress,6.01E-05,0,0,3,0,0
needed,6.01E-05,0,2.42E-05,3,0,3
towns,6.01E-05,0,0,3,0,0
500,6.01E-05,0,0,3,0,0
minister,6.01E-05,0,0,3,0,0
bounce,4.01E-05,0,0,2,0,0
lover,4.01E-05,0,4.04E-05,2,0,5
thomas,4.01E-05,0,0,2,0,0
parke,4.01E-05,0,0,2,0,0
younger,4.01E-05,0,0.000234315,2,0,29
advice,4.01E-05,7.31E-05,0.000129277,2,2,16
unusually,4.01E-05,3.66E-05,0,2,1,0
consequence,4.01E-05,0,0.000250475,2,0,31
reserve,4.01E-05,0,5.66E-05,2,0,7
judgements,4.01E-05,0,0,2,0,0
attach,4.01E-05,0,2.42E-05,2,0,3
accused,4.01E-05,0,1.62E-05,2,0,2
unknown,4.01E-05,0,6.46E-05,2,0,8
hostile,4.01E-05,0,0,2,0,0
unmistakable,4.01E-05,0,0,2,0,0
terms,4.01E-05,3.66E-05,0.000169676,2,1,21
express,4.01E-05,0,0.000193916,2,0,24
marred,4.01E-05,0,0,2,0,0
obvious,4.01E-05,0,8.08E-06,2,0,1
infinite,4.01E-05,0,1.62E-05,2,0,2
missing,4.01E-05,0,8.08E-06,2,0,1
snobbishly,4.01E-05,0,0,2,0,0
admission,4.01E-05,0,8.08E-06,2,0,1
limit,4.01E-05,0,0,2,0,0
marshes,4.01E-05,0,0,2,0,0
riotous,4.01E-05,0,0,2,0,0
represented,4.01E-05,0,5.66E-05,2,0,7
personality,4.01E-05,0,0,2,0,0
unbroken,4.01E-05,0,0,2,0,0
gestures,4.01E-05,0,0,2,0,0
machines,4.01E-05,3.66E-05,0,2,1,0
creative,4.01E-05,0,8.08E-06,2,0,1
foul,4.01E-05,0,8.08E-06,2,0,1
abortive,4.01E-05,0,0,2,0,0
tradition,4.01E-05,0,0,2,0,0
descended,4.01E-05,0,2.42E-05,2,0,3
actual,4.01E-05,0,4.04E-05,2,0,5
special,4.01E-05,0,1.62E-05,2,0,2
painting,4.01E-05,7.31E-05,0,2,2,0
hangs,4.01E-05,0,0,2,0,0
delayed,4.01E-05,0,4.85E-05,2,0,6
learn,4.01E-05,0.000255923,8.08E-05,2,7,10
support,4.01E-05,0,5.66E-05,2,0,7
prep,4.01E-05,0,0,2,0,0
school,4.01E-05,0.000219362,1.62E-05,2,6,2
commuting,4.01E-05,0,0,2,0,0
cardboard,4.01E-05,3.66E-05,0,2,1,0
eighty,4.01E-05,0,0,2,0,0
firm,4.01E-05,0,2.42E-05,2,0,3
cooked,4.01E-05,0,0,2,0,0
lonely,4.01E-05,7.31E-05,0,2,2,0
freedom,4.01E-05,0,3.23E-05,2,0,4
neighbourhood,4.01E-05,0,0.000234315,2,0,29
bursts,4.01E-05,0,0,2,0,0
growing,4.01E-05,0.000402164,2.42E-05,2,11,3
securities,4.01E-05,0,0,2,0,0
shelf,4.01E-05,0,0,2,0,0
besides,4.01E-05,0.000146242,8.89E-05,2,4,11
rounded,4.01E-05,0,0,2,0,0
rented,4.01E-05,0,0,2,0,0
strangest,4.01E-05,0,0,2,0,0
america,4.01E-05,0,0,2,0,0
due,4.01E-05,0,8.89E-05,2,0,11
yorkand,4.01E-05,0,0,2,0,0
natural,4.01E-05,0.000146242,0.000177756,2,4,22
identical,4.01E-05,0,0,2,0,0
contour,4.01E-05,0,0,2,0,0
separated,4.01E-05,0,2.42E-05,2,0,3
courtesy,4.01E-05,0,4.04E-05,2,0,5
jut,4.01E-05,0,0,2,0,0
resemblance,4.01E-05,0,5.66E-05,2,0,7
gulls,4.01E-05,0,0,2,0,0
fashionable,4.01E-05,0,8.08E-06,2,0,1
squeezed,4.01E-05,3.66E-05,0,2,1,0
fifteen,4.01E-05,3.66E-05,3.23E-05,2,1,4
beard,4.01E-05,0,0,2,0,0
eyesore,4.01E-05,0,0,2,0,0
consoling,4.01E-05,0,2.42E-05,2,0,3
proximity,4.01E-05,0,0,2,0,0
begins,4.01E-05,0.000146242,3.23E-05,2,4,4
powerful,4.01E-05,0,2.42E-05,2,0,3
ends,4.01E-05,0,0,2,0,0
football,4.01E-05,0,0,2,0,0
acute,4.01E-05,0,1.62E-05,2,0,2
excellence,4.01E-05,0,2.42E-05,2,0,3
forest,4.01E-05,0,0,2,0,0
generation,4.01E-05,0,8.08E-06,2,0,1
wealthy,4.01E-05,0,0,2,0,0
wherever,4.01E-05,7.31E-05,6.46E-05,2,2,8
iti,4.01E-05,0,0,2,0,0
windy,4.01E-05,0,0,2,0,0
jumping,4.01E-05,0.000146242,8.08E-06,2,4,1
burning,4.01E-05,3.66E-05,8.08E-06,2,1,1
vines,4.01E-05,0,0,2,0,0
legs,4.01E-05,0.000109681,0,2,3,0
sturdy,4.01E-05,0,0,2,0,0
haired,4.01E-05,0,0,2,0,0
supercilious,4.01E-05,0,8.08E-06,2,0,1
arrogant,4.01E-05,0,8.08E-06,2,0,1
established,4.01E-05,0,5.66E-05,2,0,7
appearance,4.01E-05,3.66E-05,0.000266634,2,1,33
aggressively,4.01E-05,0,0,2,0,0
hide,4.01E-05,3.66E-05,1.62E-05,2,1,2
muscle,4.01E-05,0,0,2,0,0
shifting,4.01E-05,3.66E-05,8.08E-06,2,1,1
capable,4.01E-05,0,0.000145437,2,0,18
gruff,4.01E-05,0,0,2,0,0
tenor,4.01E-05,0,0,2,0,0
paternal,4.01E-05,0,0,2,0,0
contempt,4.01E-05,3.66E-05,9.70E-05,2,1,12
hated,4.01E-05,3.66E-05,3.23E-05,2,1,4
matters,4.01E-05,7.31E-05,6.46E-05,2,2,8
final,4.01E-05,0,8.08E-06,2,0,1
society,4.01E-05,0,0.000258555,2,0,32
defiant,4.01E-05,0,0,2,0,0
flashing,4.01E-05,0,0,2,0,0
restlessly,4.01E-05,0,0,2,0,0
sweep,4.01E-05,0,0,2,0,0
sunken,4.01E-05,0,0,2,0,0
nosed,4.01E-05,0,0,2,0,0
tide,4.01E-05,3.66E-05,1.62E-05,2,1,2
oil,4.01E-05,0,0,2,0,0
ajar,4.01E-05,0,0,2,0,0
twisting,4.01E-05,0,0,2,0,0
cake,4.01E-05,0.000109681,8.08E-06,2,3,1
flight,4.01E-05,0,2.42E-05,2,0,3
boom,4.01E-05,0,0,2,0,0
motionless,4.01E-05,0,0,2,0,0
apology,4.01E-05,0,6.46E-05,2,0,8
conscientious,4.01E-05,0,8.08E-06,2,0,1
happiness,4.01E-05,0,0.000581748,2,0,72
rate,4.01E-05,0.000329044,4.04E-05,2,9,5
speech,4.01E-05,0.000109681,9.70E-05,2,3,12
arrangement,4.01E-05,0,6.46E-05,2,0,8
notes,4.01E-05,0,8.08E-06,2,0,1
hovering,4.01E-05,0,0,2,0,0
wail,4.01E-05,0,0,2,0,0
worry,4.01E-05,3.66E-05,0,2,1,0
uttered,4.01E-05,0,4.04E-05,2,0,5
deft,4.01E-05,0,0,2,0,0
sofa,4.01E-05,0,0,2,0,0
contemptuously,4.01E-05,7.31E-05,8.08E-06,2,2,1
reply,4.01E-05,0.000182802,0.000193916,2,5,24
diminished,4.01E-05,0,0,2,0,0
hurt,4.01E-05,0.000109681,4.85E-05,2,3,6
accusingly,4.01E-05,0,0,2,0,0
marrying,4.01E-05,0,0.000185836,2,0,23
crossly,4.01E-05,3.66E-05,0,2,1,0
impersonal,4.01E-05,0,0,2,0,0
desire,4.01E-05,0,0.000177756,2,0,22
disappointed,4.01E-05,0,9.70E-05,2,0,12
impressive,4.01E-05,0,8.08E-06,2,0,1
civilization,4.01E-05,0,0,2,0,0
gotten,4.01E-05,0,0,2,0,0
submerged,4.01E-05,0,0,2,0,0
scientific,4.01E-05,0,0,2,0,0
sadness,4.01E-05,0,0,2,0,0
heavily,4.01E-05,0,0,2,0,0
winked,4.01E-05,0,0,2,0,0
produced,4.01E-05,3.66E-05,8.89E-05,2,1,11
science,4.01E-05,0,8.08E-06,2,0,1
concentration,4.01E-05,0,0,2,0,0
seized,4.01E-05,0,1.62E-05,2,0,2
momentary,4.01E-05,0,2.42E-05,2,0,3
affect,4.01E-05,0,3.23E-05,2,0,4
affection,4.01E-05,0,0.00046863,2,0,58
confirmation,4.01E-05,0,3.23E-05,2,0,4
warmth,4.01E-05,0,6.46E-05,2,0,8
excused,4.01E-05,0,1.62E-05,2,0,2
exchanged,4.01E-05,0,8.08E-06,2,0,1
consciously,4.01E-05,0,0,2,0,0
alertly,4.01E-05,0,0,2,0,0
sh,4.01E-05,7.31E-05,0,2,2,0
audible,4.01E-05,0,8.08E-06,2,0,1
ceased,4.01E-05,0,4.85E-05,2,0,6
happens,4.01E-05,0.000182802,3.23E-05,2,5,4
decency,4.01E-05,0,1.62E-05,2,0,2
flutter,4.01E-05,0,2.42E-05,2,0,3
sang,4.01E-05,7.31E-05,8.08E-06,2,2,1
miserably,4.01E-05,0,8.08E-06,2,0,1
startlingly,4.01E-05,0,0,2,0,0
pointlessly,4.01E-05,0,0,2,0,0
avoid,4.01E-05,3.66E-05,0.000145437,2,1,18
metallic,4.01E-05,0,0,2,0,0
horses,4.01E-05,0,6.46E-05,2,0,8
pleasantly,4.01E-05,0,3.23E-05,2,0,4
verandas,4.01E-05,0,0,2,0,0
gloom,4.01E-05,0,2.42E-05,2,0,3
wicker,4.01E-05,0,0,2,0,0
settee,4.01E-05,0,0,2,0,0
turbulent,4.01E-05,0,0,2,0,0
cousins,4.01E-05,0,8.89E-05,2,0,11
cynical,4.01E-05,0,0,2,0,0
daughter,4.01E-05,3.66E-05,0.000670626,2,1,83
abandoned,4.01E-05,0,0,2,0,0
everywhere,4.01E-05,0,1.62E-05,2,0,2
distinguished,4.01E-05,0,4.85E-05,2,0,6
murmurous,4.01E-05,0,0,2,0,0
soothing,4.01E-05,3.66E-05,0,2,1,0
leaf,4.01E-05,0,0,2,0,0
palm,4.01E-05,0,0,2,0,0
unpleasant,4.01E-05,7.31E-05,6.46E-05,2,2,8
softly,4.01E-05,3.66E-05,0,2,1,0
confirmed,4.01E-05,0,2.42E-05,2,0,3
marriage,4.01E-05,0,0.000541349,2,0,67
linen,4.01E-05,0,0,2,0,0
push,4.01E-05,3.66E-05,0,2,1,0
coldly,4.01E-05,0,1.62E-05,2,0,2
weekends,4.01E-05,0,0,2,0,0
influence,4.01E-05,0,0.000113118,2,0,14
crept,4.01E-05,3.66E-05,0,2,1,0
advised,4.01E-05,0,2.42E-05,2,0,3
kindly,4.01E-05,7.31E-05,5.66E-05,2,2,7
gossip,4.01E-05,0,0,2,0,0
reasons,4.01E-05,3.66E-05,4.04E-05,2,1,5
remotely,4.01E-05,0,0,2,0,0
intentions,4.01E-05,0,3.23E-05,2,0,4
stale,4.01E-05,0,0,2,0,0
roadhouse,4.01E-05,0,0,2,0,0
roofs,4.01E-05,0,0,2,0,0
silhouette,4.01E-05,0,0,2,0,0
wavered,4.01E-05,0,8.08E-06,2,0,1
regarding,4.01E-05,0,8.08E-06,2,0,1
secure,4.01E-05,0,9.70E-05,2,0,12
local,4.01E-05,0,8.08E-06,2,0,1
sworn,4.01E-05,0,0,2,0,0
runs,4.01E-05,0,8.08E-06,2,0,1
farm,4.01E-05,3.66E-05,2.42E-05,2,1,3
wheat,4.01E-05,0,0,2,0,0
dimly,4.01E-05,0,0,2,0,0
ghastly,4.01E-05,0,0,2,0,0
spectacles,4.01E-05,0.000109681,0,2,3,0
practice,4.01E-05,3.66E-05,3.23E-05,2,1,4
river,4.01E-05,0,4.85E-05,2,0,6
stare,4.01E-05,0,0,2,0,0
acquaintances,4.01E-05,0,8.08E-06,2,0,1
literally,4.01E-05,0,0,2,0,0
forced,4.01E-05,0,0.000161597,2,0,20
whitewashed,4.01E-05,0,0,2,0,0
block,4.01E-05,0,0,2,0,0
waste,4.01E-05,3.66E-05,8.08E-06,2,1,1
contained,4.01E-05,0,5.66E-05,2,0,7
rent,4.01E-05,0,0,2,0,0
wiping,4.01E-05,0,0,2,0,0
blond,4.01E-05,0,0,2,0,0
gleam,4.01E-05,0,0,2,0,0
slapping,4.01E-05,0,0,2,0,0
working,4.01E-05,0,0,2,0,0
footsteps,4.01E-05,7.31E-05,0,2,2,0
blocked,4.01E-05,0,0,2,0,0
ghost,4.01E-05,0,0,2,0,0
chairs,4.01E-05,0,0,2,0,0
ashen,4.01E-05,0,0,2,0,0
veiled,4.01E-05,0,0,2,0,0
newsstand,4.01E-05,0,0,2,0,0
level,4.01E-05,0,0,2,0,0
discreetly,4.01E-05,0,0,2,0,0
deferred,4.01E-05,0,1.62E-05,2,0,2
platform,4.01E-05,0,0,2,0,0
taxicabs,4.01E-05,0,0,2,0,0
d,4.01E-05,3.66E-05,0,2,1,0
swung,4.01E-05,0,0,2,0,0
kinds,4.01E-05,0,0,2,0,0
peered,4.01E-05,0,0,2,0,0
plunged,4.01E-05,0,0,2,0,0
disappointment,4.01E-05,3.66E-05,0.000137357,2,1,17
airedale,4.01E-05,0,0,2,0,0
catching,4.01E-05,7.31E-05,8.08E-06,2,2,1
cute,4.01E-05,0,0,2,0,0
concerned,4.01E-05,0,0.000145437,2,0,18
delicately,4.01E-05,0,0,2,0,0
cutting,4.01E-05,3.66E-05,8.08E-06,2,1,1
haughtily,4.01E-05,0,0,2,0,0
mckees,4.01E-05,0,0,2,0,0
dining,4.01E-05,0,0.000145437,2,0,18
scenes,4.01E-05,0,2.42E-05,2,0,3
versailles,4.01E-05,0,0,2,0,0
hen,4.01E-05,0,0,2,0,0
beamed,4.01E-05,0,0,2,0,0
simon,4.01E-05,0,0,2,0,0
magazines,4.01E-05,0,0,2,0,0
initiative,4.01E-05,0,0,2,0,0
meanwhile,4.01E-05,3.66E-05,4.04E-05,2,1,5
bureau,4.01E-05,0,0,2,0,0
distorted,4.01E-05,0,0,2,0,0
reappeared,4.01E-05,0,0,2,0,0
arrive,4.01E-05,0,1.62E-05,2,0,2
solid,4.01E-05,3.66E-05,8.08E-06,2,1,1
bob,4.01E-05,0,0,2,0,0
nature,4.01E-05,0,0.000193916,2,0,24
restoration,4.01E-05,0,2.42E-05,2,0,3
shaved,4.01E-05,0,0,2,0,0
lather,4.01E-05,0,0,2,0,0
horrible,4.01E-05,0,8.08E-06,2,0,1
chiffon,4.01E-05,0,0,2,0,0
swept,4.01E-05,0,0,2,0,0
affected,4.01E-05,0,0.000161597,2,0,20
shout,4.01E-05,0,0,2,0,0
fellas,4.01E-05,0,0,2,0,0
bill,4.01E-05,0.000548406,0,2,15,0
compliment,4.01E-05,0,0.000210076,2,0,26
raising,4.01E-05,3.66E-05,2.42E-05,2,1,3
slip,4.01E-05,0,0,2,0,0
regarded,4.01E-05,0,2.42E-05,2,0,3
despair,4.01E-05,3.66E-05,8.08E-06,2,1,1
studies,4.01E-05,0,1.62E-05,2,0,2
montauk,4.01E-05,0,0,2,0,0
pointthe,4.01E-05,0,0,2,0,0
nephew,4.01E-05,0,0.000177756,2,0,22
absorbing,4.01E-05,0,0,2,0,0
invented,4.01E-05,3.66E-05,0,2,1,0
divorce,4.01E-05,0,0,2,0,0
obscene,4.01E-05,0,0,2,0,0
triumphantly,4.01E-05,7.31E-05,1.62E-05,2,2,2
catholic,4.01E-05,0,0,2,0,0
shocked,4.01E-05,0,6.46E-05,2,0,8
monte,4.01E-05,0,0,2,0,0
carlo,4.01E-05,0,0,2,0,0
honey,4.01E-05,0,0,2,0,0
considered,4.01E-05,0.000109681,0.000185836,2,3,23
breeding,4.01E-05,0,4.85E-05,2,0,6
eleven,4.01E-05,0,8.08E-06,2,0,1
janitor,4.01E-05,0,0,2,0,0
inexhaustible,4.01E-05,0,8.08E-06,2,0,1
poured,4.01E-05,3.66E-05,8.08E-06,2,1,1
meeting,4.01E-05,3.66E-05,0.000177756,2,1,22
seats,4.01E-05,0,1.62E-05,2,0,2
patent,4.01E-05,0,0,2,0,0
lied,4.01E-05,0,0,2,0,0
subway,4.01E-05,0,0,2,0,0
wave,4.01E-05,0,8.08E-06,2,0,1
collar,4.01E-05,3.66E-05,0,2,1,0
bow,4.01E-05,0,8.89E-05,2,0,11
awoke,4.01E-05,0,8.08E-06,2,0,1
groaned,4.01E-05,0,0,2,0,0
underwear,4.01E-05,0,0,2,0,0
grocery,4.01E-05,0,0,2,0,0
pennsylvania,4.01E-05,0,0,2,0,0
brisk,4.01E-05,0,0,2,0,0
extra,4.01E-05,0,0,2,0,0
button,4.01E-05,0,0,2,0,0
garnished,4.01E-05,0,0,2,0,0
designs,4.01E-05,0,3.23E-05,2,0,4
brass,4.01E-05,3.66E-05,0,2,1,0
saxophones,4.01E-05,0,0,2,0,0
drums,4.01E-05,0,0,2,0,0
halls,4.01E-05,0,0,2,0,0
salons,4.01E-05,0,0,2,0,0
swing,4.01E-05,0,0,2,0,0
floating,4.01E-05,0,0,2,0,0
innuendo,4.01E-05,0,0,2,0,0
easier,4.01E-05,0,0,2,0,0
spilled,4.01E-05,0,0,2,0,0
groups,4.01E-05,0,0,2,0,0
swell,4.01E-05,0,8.08E-06,2,0,1
arrivals,4.01E-05,0,0,2,0,0
confident,4.01E-05,0,2.42E-05,2,0,3
triumph,4.01E-05,0,7.27E-05,2,0,9
leader,4.01E-05,0,0,2,0,0
according,4.01E-05,0,6.46E-05,2,0,8
rules,4.01E-05,0.000109681,0,2,3,0
associated,4.01E-05,0,0,2,0,0
simplicity,4.01E-05,0,0,2,0,0
ticket,4.01E-05,0,0,2,0,0
formal,4.01E-05,0,6.46E-05,2,0,8
honour,4.01E-05,0.000146242,0.000339353,2,4,42
prevented,4.01E-05,0,0.000185836,2,0,23
struck,4.01E-05,7.31E-05,0.000113118,2,2,14
americans,4.01E-05,0,0,2,0,0
selling,4.01E-05,0,0,2,0,0
easy,4.01E-05,7.31E-05,0.000193916,2,2,24
vicinity,4.01E-05,0,8.08E-06,2,0,1
amazed,4.01E-05,0,4.04E-05,2,0,5
denied,4.01E-05,7.31E-05,2.42E-05,2,2,3
roaring,4.01E-05,0,0,2,0,0
cordial,4.01E-05,0,2.42E-05,2,0,3
roared,4.01E-05,3.66E-05,0,2,1,0
resting,4.01E-05,7.31E-05,0,2,2,0
gown,4.01E-05,0,5.66E-05,2,0,7
german,4.01E-05,0,0,2,0,0
narrowed,4.01E-05,0,0,2,0,0
testimony,4.01E-05,0,1.62E-05,2,0,2
whispers,4.01E-05,3.66E-05,0,2,1,0
whisper,4.01E-05,0.000109681,7.27E-05,2,3,9
couples,4.01E-05,3.66E-05,8.08E-06,2,1,1
degree,4.01E-05,0,0.000185836,2,0,23
melancholy,4.01E-05,0.000219362,4.04E-05,2,6,5
overseas,4.01E-05,0,0,2,0,0
wheeled,4.01E-05,0,0,2,0,0
examined,4.01E-05,0,3.23E-05,2,0,4
granted,4.01E-05,0,0,2,0,0
bona,4.01E-05,0,0,2,0,0
fide,4.01E-05,0,0,2,0,0
printed,4.01E-05,3.66E-05,0,2,1,0
fella,4.01E-05,0,0,2,0,0
expect,4.01E-05,0,0.000282794,2,0,35
replaced,4.01E-05,0,0,2,0,0
muttering,4.01E-05,0.000109681,0,2,3,0
liable,4.01E-05,0,1.62E-05,2,0,2
collapse,4.01E-05,0,0,2,0,0
answering,4.01E-05,0,2.42E-05,2,0,3
pushing,4.01E-05,0,0,2,0,0
circles,4.01E-05,0,8.08E-06,2,0,1
fashionably,4.01E-05,0,0,2,0,0
burden,4.01E-05,0,0,2,0,0
hilarity,4.01E-05,0,0,2,0,0
sung,4.01E-05,0,0,2,0,0
contralto,4.01E-05,0,0,2,0,0
numbers,4.01E-05,0,0,2,0,0
stunts,4.01E-05,0,0,2,0,0
bowls,4.01E-05,0,0,2,0,0
villages,4.01E-05,0,0,2,0,0
tongue,4.01E-05,0.000146242,2.42E-05,2,4,3
acquaintance,4.01E-05,0,0.000500949,2,0,62
hedge,4.01E-05,7.31E-05,8.08E-06,2,2,1
invitation,4.01E-05,7.31E-05,0.000274714,2,2,34
rare,4.01E-05,0,0,2,0,0
facethe,4.01E-05,0,0,2,0,0
concentrated,4.01E-05,0,0,2,0,0
favour,4.01E-05,0,0.000177756,2,0,22
precisely,4.01E-05,0,8.08E-06,2,0,1
elegant,4.01E-05,3.66E-05,0.000113118,2,1,14
formality,4.01E-05,0,2.42E-05,2,0,3
missed,4.01E-05,7.31E-05,2.42E-05,2,2,3
picking,4.01E-05,7.31E-05,0,2,2,0
identified,4.01E-05,0,0,2,0,0
florid,4.01E-05,0,0,2,0,0
swamps,4.01E-05,0,0,2,0,0
provincial,4.01E-05,0,0,2,0,0
coolly,4.01E-05,0,3.23E-05,2,0,4
nowhere,4.01E-05,7.31E-05,8.08E-06,2,2,1
vladmir,4.01E-05,0,0,2,0,0
latest,4.01E-05,0,8.08E-06,2,0,1
attracted,4.01E-05,0,2.42E-05,2,0,3
sensation,4.01E-05,7.31E-05,2.42E-05,2,2,3
tanned,4.01E-05,0,8.08E-06,2,0,1
correct,4.01E-05,0,1.62E-05,2,0,2
astonishment,4.01E-05,0,0.000242395,2,0,30
crisp,4.01E-05,0,0,2,0,0
issued,4.01E-05,0,0,2,0,0
chorus,4.01E-05,0.000219362,0,2,6,0
tall,4.01E-05,0,6.46E-05,2,0,8
gasping,4.01E-05,0,0,2,0,0
attempting,4.01E-05,0,3.23E-05,2,0,4
indifferent,4.01E-05,0,0.000129277,2,0,16
sees,4.01E-05,0,4.85E-05,2,0,6
agreement,4.01E-05,0,2.42E-05,2,0,3
struggle,4.01E-05,0,8.08E-06,2,0,1
eagerness,4.01E-05,0,6.46E-05,2,0,8
amazing,4.01E-05,0,1.62E-05,2,0,2
swore,4.01E-05,0,0,2,0,0
hurrying,4.01E-05,3.66E-05,2.42E-05,2,1,3
jaunty,4.01E-05,0,0,2,0,0
melted,4.01E-05,0,0,2,0,0
joined,4.01E-05,0.000109681,0.000226235,2,3,28
clustered,4.01E-05,0,0,2,0,0
hunted,4.01E-05,0,0,2,0,0
brushed,4.01E-05,0,0,2,0,0
desired,4.01E-05,0,4.85E-05,2,0,6
headlights,4.01E-05,0,0,2,0,0
tumultuous,4.01E-05,0,0,2,0,0
ditch,4.01E-05,0,0,2,0,0
din,4.01E-05,0,0,2,0,0
duster,4.01E-05,0,0,2,0,0
tyre,4.01E-05,0,0,2,0,0
recognized,4.01E-05,0,8.08E-06,2,0,1
patron,4.01E-05,0,2.42E-05,2,0,3
tentatively,4.01E-05,0,0,2,0,0
glare,4.01E-05,0,0,2,0,0
perceived,4.01E-05,0,9.70E-05,2,0,12
wha,4.01E-05,0,0,2,0,0
harm,4.01E-05,3.66E-05,3.23E-05,2,1,4
events,4.01E-05,0,4.04E-05,2,0,5
affairs,4.01E-05,0,5.66E-05,2,0,7
accounting,4.01E-05,3.66E-05,2.42E-05,2,1,3
generally,4.01E-05,0.000255923,0.000129277,2,7,16
racy,4.01E-05,0,0,2,0,0
flicker,4.01E-05,0,0,2,0,0
imagine,4.01E-05,7.31E-05,0.000218155,2,2,27
solitary,4.01E-05,0,3.23E-05,2,0,4
wasting,4.01E-05,7.31E-05,8.08E-06,2,2,1
lined,4.01E-05,0,0,2,0,0
midsummer,4.01E-05,0,0,2,0,0
haughty,4.01E-05,0,2.42E-05,2,0,3
conceal,4.01E-05,0,0.000105038,2,0,13
itand,4.01E-05,0,0,2,0,0
nearly,4.01E-05,0.000402164,6.46E-05,2,11,8
ball,4.01E-05,0,0.000290874,2,0,36
witness,4.01E-05,0.000365604,2.42E-05,2,10,3
instinctively,4.01E-05,0,1.62E-05,2,0,2
avoided,4.01E-05,0,8.08E-06,2,0,1
impossible,4.01E-05,0.000109681,0.000355512,2,3,44
endure,4.01E-05,0,8.08E-06,2,0,1
