unigram,gatsby,alice,austen
romeno,0.0,1.0,0.0
crocodile,0.0,1.0,0.0
improve,0.0,1.0,3.0
nile,0.0,1.0,0.0
scale,0.0,1.0,1.0
fishes,0.0,1.0,0.0
poky,0.0,1.0,0.0
toys,0.0,1.0,0.0
else'but,0.0,1.0,0.0
speed,0.0,1.0,1.0
seaside,0.0,1.0,0.0
wooden,0.0,1.0,0.0
lodging,0.0,1.0,0.0
punished,0.0,1.0,0.0
walrus,0.0,1.0,0.0
hippopotamus,0.0,1.0,0.0
latin,0.0,1.0,0.0
grammar,0.0,1.0,0.0
mouseof,0.0,1.0,0.0
mouseto,0.0,1.0,0.0
mousea,0.0,1.0,0.0
mouseo,0.0,1.0,0.0
inquisitively,0.0,1.0,0.0
daresay,0.0,1.0,2.0
est,0.0,1.0,0.0
chatte,0.0,1.0,0.0
leap,0.0,1.0,0.0
quiver,0.0,1.0,0.0
sits,0.0,1.0,0.0
licking,0.0,1.0,0.0
faceand,0.0,1.0,0.0
nurseand,0.0,1.0,0.0
miceoh,0.0,1.0,0.0
bristling,0.0,1.0,0.0
nasty,0.0,1.0,1.0
youare,0.0,1.0,0.0
fondofof,0.0,1.0,0.0
terrier,0.0,1.0,0.0
curly,0.0,1.0,0.0
thingsi,0.0,1.0,0.0
farmer,0.0,1.0,0.0
pounds,0.0,1.0,24.0
kills,0.0,1.0,0.0
rats,0.0,1.0,0.0
bankthe,0.0,1.0,0.0
draggled,0.0,1.0,0.0
feathers,0.0,1.0,1.0
clinging,0.0,1.0,0.0
consultation,0.0,1.0,0.0
familiarly,0.0,1.0,2.0
ahem,0.0,1.0,0.0
driest,0.0,1.0,0.0
favoured,0.0,1.0,1.0
pope,0.0,1.0,1.0
submitted,0.0,1.0,1.0
leaders,0.0,1.0,0.0
accustomed,0.0,1.0,2.0
usurpation,0.0,1.0,0.0
conquest,0.0,1.0,3.0
stigand,0.0,1.0,0.0
patriotic,0.0,1.0,0.0
canterbury,0.0,1.0,0.0
worm,0.0,1.0,0.0
atheling,0.0,1.0,0.0
insolence,0.0,1.0,1.0
normans,0.0,1.0,0.0
adjourn,0.0,1.0,0.0
adoption,0.0,1.0,0.0
energetic,0.0,1.0,1.0
remedies,0.0,1.0,0.0
tittered,0.0,1.0,0.0
placed,0.0,1.0,9.0
shakespeare,0.0,1.0,0.0
prize,0.0,1.0,0.0
presented,0.0,1.0,2.0
acceptance,0.0,1.0,4.0
patted,0.0,1.0,0.0
hatec,0.0,1.0,0.0
prosecute,0.0,1.0,0.0
youcome,0.0,1.0,0.0
denial,0.0,1.0,6.0
cur,0.0,1.0,0.0
cunning,0.0,1.0,1.0
condemn,0.0,1.0,3.0
undo,0.0,1.0,2.0
insult,0.0,1.0,0.0
growled,0.0,1.0,0.0
quicker,0.0,1.0,0.0
lose,0.0,1.0,11.0
snappishly,0.0,1.0,0.0
patience,0.0,1.0,9.0
oyster,0.0,1.0,0.0
pet,0.0,1.0,0.0
magpie,0.0,1.0,0.0
canary,0.0,1.0,0.0
pretexts,0.0,1.0,0.0
spirited,0.0,1.0,1.0
naturedly,0.0,1.0,1.0
seeneverything,0.0,1.0,0.0
housemaid,0.0,1.0,2.0
finds,0.0,1.0,1.0
glovesthat,0.0,1.0,0.0
engraved,0.0,1.0,0.0
lest,0.0,1.0,8.0
fancying,0.0,1.0,4.0
tidy,0.0,1.0,0.0
uncorked,0.0,1.0,0.0
enoughi,0.0,1.0,0.0
moreas,0.0,1.0,0.0
doori,0.0,1.0,0.0
kneel,0.0,1.0,0.0
resource,0.0,1.0,1.0
pleasanter,0.0,1.0,4.0
rabbits,0.0,1.0,0.0
holeand,0.0,1.0,0.0
yetand,0.0,1.0,0.0
yetit,0.0,1.0,0.0
tales,0.0,1.0,0.0
onebut,0.0,1.0,0.0
comfort,0.0,1.0,31.0
waynever,0.0,1.0,0.0
womanbut,0.0,1.0,0.0
thenalways,0.0,1.0,0.0
inwards,0.0,1.0,0.0
frame,0.0,1.0,1.0
voicethe,0.0,1.0,0.0
rabbit'spat,0.0,1.0,0.0
pronounced,0.0,1.0,10.0
arrum,0.0,1.0,0.0
fills,0.0,1.0,0.0
shrieks,0.0,1.0,0.0
frames,0.0,1.0,0.0
rumbling,0.0,1.0,0.0
cartwheels,0.0,1.0,0.0
ladderwhy,0.0,1.0,0.0
otherbill,0.0,1.0,0.0
ladhere,0.0,1.0,0.0
cornerno,0.0,1.0,0.0
firstthey,0.0,1.0,0.0
yetoh,0.0,1.0,0.0
particularhere,0.0,1.0,0.0
ropewill,0.0,1.0,0.0
bearmind,0.0,1.0,0.0
slateoh,0.0,1.0,0.0
crashnow,0.0,1.0,0.0
thatit,0.0,1.0,0.0
fancywho,0.0,1.0,0.0
chimneynay,0.0,1.0,0.0
itthat,0.0,1.0,0.0
thenbill,0.0,1.0,0.0
downhere,0.0,1.0,0.0
shy,0.0,1.0,2.0
scratching,0.0,1.0,0.0
scrambling,0.0,1.0,0.0
alongcatch,0.0,1.0,0.0
voiceshold,0.0,1.0,0.0
headbrandy,0.0,1.0,0.0
nowdon't,0.0,1.0,0.0
choke,0.0,1.0,0.0
himhow,0.0,1.0,0.0
knowno,0.0,1.0,0.0
ye,0.0,1.0,0.0
nowbut,0.0,1.0,0.0
flustered,0.0,1.0,0.0
youall,0.0,1.0,0.0
jack,0.0,1.0,0.0
rocket,0.0,1.0,0.0
arranged,0.0,1.0,2.0
terribly,0.0,1.0,0.0
yelp,0.0,1.0,0.0
dodged,0.0,1.0,0.0
heels,0.0,1.0,0.0
cart,0.0,1.0,0.0
trampled,0.0,1.0,0.0
charges,0.0,1.0,0.0
forwards,0.0,1.0,1.0
barking,0.0,1.0,0.0
hoarsely,0.0,1.0,0.0
leant,0.0,1.0,0.0
buttercup,0.0,1.0,0.0
teaching,0.0,1.0,2.0
ifif,0.0,1.0,0.0
seehow,0.0,1.0,0.0
blades,0.0,1.0,0.0
presentat,0.0,1.0,0.0
sternly,0.0,1.0,0.0
sizes,0.0,1.0,0.0
chrysalisyou,0.0,1.0,0.0
knowand,0.0,1.0,0.0
butterfly,0.0,1.0,0.0
irritated,0.0,1.0,1.0
swallowing,0.0,1.0,0.0
puffed,0.0,1.0,1.0
usedand,0.0,1.0,0.0
bee,0.0,1.0,0.0
feared,0.0,1.0,11.0
injure,0.0,1.0,2.0
uncommonly,0.0,1.0,9.0
fat,0.0,1.0,1.0
sage,0.0,1.0,0.0
limbs,0.0,1.0,0.0
supple,0.0,1.0,0.0
ointmentone,0.0,1.0,0.0
shilling,0.0,1.0,0.0
tougher,0.0,1.0,0.0
suet,0.0,1.0,0.0
bones,0.0,1.0,0.0
beak,0.0,1.0,0.0
muscular,0.0,1.0,0.0
jaw,0.0,1.0,0.0
balanced,0.0,1.0,0.0
airs,0.0,1.0,1.0
contradicted,0.0,1.0,1.0
losing,0.0,1.0,1.0
rearing,0.0,1.0,0.0
piteous,0.0,1.0,0.0
closely,0.0,1.0,1.0
swallow,0.0,1.0,0.0
morsel,0.0,1.0,0.0
immense,0.0,1.0,0.0
stalk,0.0,1.0,0.0
curving,0.0,1.0,0.0
zigzag,0.0,1.0,0.0
dive,0.0,1.0,0.0
tops,0.0,1.0,0.0
hiss,0.0,1.0,0.0
flown,0.0,1.0,1.0
banks,0.0,1.0,2.0
hedges,0.0,1.0,0.0
hatching,0.0,1.0,0.0
ai'm,0.0,1.0,0.0
ii'm,0.0,1.0,0.0
deepest,0.0,1.0,2.0
truthful,0.0,1.0,0.0
untwist,0.0,1.0,0.0
gardenhow,0.0,1.0,0.0
frighten,0.0,1.0,1.0
wits,0.0,1.0,1.0
righthand,0.0,1.0,0.0
woodshe,0.0,1.0,0.0
fishand,0.0,1.0,0.0
rapped,0.0,1.0,0.0
knuckles,0.0,1.0,0.0
footmen,0.0,1.0,0.0
producing,0.0,1.0,0.0
curls,0.0,1.0,0.0
stupidly,0.0,1.0,0.0
withina,0.0,1.0,0.0
kettle,0.0,1.0,0.0
uncivil,0.0,1.0,5.0
questionshow,0.0,1.0,0.0
grazed,0.0,1.0,0.0
louder,0.0,1.0,1.0
variations,0.0,1.0,0.0
whistling,0.0,1.0,0.0
idiotic,0.0,1.0,0.0
stool,0.0,1.0,0.0
sneezed,0.0,1.0,0.0
alternately,0.0,1.0,0.0
hearth,0.0,1.0,1.0
grinning,0.0,1.0,0.0
manners,0.0,1.0,46.0
grins,0.0,1.0,0.0
babythe,0.0,1.0,0.0
irons,0.0,1.0,0.0
saucepans,0.0,1.0,0.0
agony,0.0,1.0,1.0
precious,0.0,1.0,2.0
saucepan,0.0,1.0,0.0
flew,0.0,1.0,2.0
minded,0.0,1.0,2.0
axis,0.0,1.0,0.0
axes,0.0,1.0,0.0
chop,0.0,1.0,0.0
abide,0.0,1.0,1.0
lullaby,0.0,1.0,0.0
teases,0.0,1.0,0.0
howled,0.0,1.0,0.0
pleases,0.0,1.0,2.0
flinging,0.0,1.0,0.0
frying,0.0,1.0,0.0
pan,0.0,1.0,0.0
snorting,0.0,1.0,0.0
steam,0.0,1.0,0.0
engine,0.0,1.0,0.0
doubling,0.0,1.0,0.0
prevent,0.0,1.0,16.0
undoing,0.0,1.0,0.0
murder,0.0,1.0,0.0
grunt,0.0,1.0,0.0
expressing,0.0,1.0,8.0
snout,0.0,1.0,0.0
seriously,0.0,1.0,13.0
trot,0.0,1.0,0.0
bough,0.0,1.0,0.0
natured,0.0,1.0,11.0
treated,0.0,1.0,7.0
respect,0.0,1.0,30.0
puss,0.0,1.0,0.0
wider,0.0,1.0,0.0
depends,0.0,1.0,0.0
visit,0.0,1.0,51.0
grant,0.0,1.0,0.0
growls,0.0,1.0,0.0
wags,0.0,1.0,0.0
therefore,0.0,1.0,75.0
growling,0.0,1.0,0.0
hatters,0.0,1.0,0.0
madat,0.0,1.0,0.0
branch,0.0,1.0,4.0
fig,0.0,1.0,0.0
elbows,0.0,1.0,0.0
severity,0.0,1.0,1.0
raven,0.0,1.0,0.0
riddlesi,0.0,1.0,0.0
leastat,0.0,1.0,0.0
saythat,0.0,1.0,0.0
ravens,0.0,1.0,0.0
desks,0.0,1.0,0.0
grumbled,0.0,1.0,0.0
readily,0.0,1.0,17.0
stays,0.0,1.0,1.0
riddle,0.0,1.0,0.0
wearily,0.0,1.0,0.0
riddles,0.0,1.0,0.0
answers,0.0,1.0,1.0
accounts,0.0,1.0,3.0
theni,0.0,1.0,0.0
mournfully,0.0,1.0,0.0
quarrelled,0.0,1.0,1.0
marchjust,0.0,1.0,0.0
bawled,0.0,1.0,0.0
murdering,0.0,1.0,0.0
mournful,0.0,1.0,0.0
whiles,0.0,1.0,0.0
vote,0.0,1.0,0.0
proposal,0.0,1.0,10.0
fellows,0.0,1.0,2.0
elsie,0.0,1.0,0.0
lacie,0.0,1.0,0.0
tillie,0.0,1.0,0.0
eating,0.0,1.0,2.0
sistersthey,0.0,1.0,0.0
welleh,0.0,1.0,0.0
thingseverything,0.0,1.0,0.0
muchnessyou,0.0,1.0,0.0
muchnessdid,0.0,1.0,0.0
muchness,0.0,1.0,0.0
rudeness,0.0,1.0,2.0
disgust,0.0,1.0,5.0
teapot,0.0,1.0,0.0
stupidest,0.0,1.0,0.0
unlocking,0.0,1.0,0.0
thenshe,0.0,1.0,0.0
jogged,0.0,1.0,0.0
spoken,0.0,1.0,16.0
himit,0.0,1.0,0.0
tulip,0.0,1.0,0.0
onions,0.0,1.0,0.0
unjust,0.0,1.0,4.0
chanced,0.0,1.0,1.0
afore,0.0,1.0,0.0
oblong,0.0,1.0,0.0
diamonds,0.0,1.0,0.0
merrily,0.0,1.0,0.0
kings,0.0,1.0,0.0
recognised,0.0,1.0,0.0
noticing,0.0,1.0,1.0
processions,0.0,1.0,0.0
idiot,0.0,1.0,0.0
bowing,0.0,1.0,1.0
humble,0.0,1.0,9.0
execute,0.0,1.0,0.0
protection,0.0,1.0,2.0
marched,0.0,1.0,0.0
it'sit,0.0,1.0,0.0
peeping,0.0,1.0,0.0
boxed,0.0,1.0,0.0
furrows,0.0,1.0,0.0
balls,0.0,1.0,8.0
mallets,0.0,1.0,0.0
chief,0.0,1.0,16.0
managing,0.0,1.0,0.0
comfortably,0.0,1.0,2.0
straightened,0.0,1.0,0.0
bursting,0.0,1.0,0.0
provoking,0.0,1.0,3.0
crawling,0.0,1.0,0.0
ridge,0.0,1.0,1.0
furrow,0.0,1.0,0.0
doubled,0.0,1.0,1.0
fighting,0.0,1.0,1.0
beheading,0.0,1.0,0.0
fairly,0.0,1.0,2.0
complaining,0.0,1.0,1.0
quarrel,0.0,1.0,5.0
oneself,0.0,1.0,0.0
speakand,0.0,1.0,0.0
attends,0.0,1.0,0.0
arch,0.0,1.0,1.0
groundand,0.0,1.0,0.0
croqueted,0.0,1.0,0.0
finishing,0.0,1.0,1.0
minea,0.0,1.0,0.0
likes,0.0,1.0,9.0
impertinent,0.0,1.0,6.0
settling,0.0,1.0,3.0
difficulties,0.0,1.0,0.0
croqueting,0.0,1.0,0.0
appealed,0.0,1.0,0.0
prison,0.0,1.0,0.0
arrow,0.0,1.0,0.0
affectionately,0.0,1.0,4.0
hopeful,0.0,1.0,0.0
withoutmaybe,0.0,1.0,0.0
vinegar,0.0,1.0,0.0
sourand,0.0,1.0,0.0
camomile,0.0,1.0,0.0
bitterandand,0.0,1.0,0.0
barley,0.0,1.0,0.0
stingy,0.0,1.0,0.0
minding,0.0,1.0,0.0
istake,0.0,1.0,0.0
morals,0.0,1.0,0.0
waist,0.0,1.0,0.0
isbirds,0.0,1.0,0.0
attended,0.0,1.0,24.0
vegetable,0.0,1.0,0.0
isbe,0.0,1.0,0.0
be'or,0.0,1.0,0.0
simplynever,0.0,1.0,0.0
dig,0.0,1.0,0.0
favourite,0.0,1.0,22.0
linked,0.0,1.0,0.0
tremble,0.0,1.0,1.0
thunderstorm,0.0,1.0,0.0
delay,0.0,1.0,6.0
sentenced,0.0,1.0,0.0
pardoned,0.0,1.0,0.0
rubbed,0.0,1.0,0.0
chuckled,0.0,1.0,0.0
executes,0.0,1.0,0.0
ledge,0.0,1.0,0.0
pitied,0.0,1.0,3.0
hjckrrh,0.0,1.0,0.0
turtlewe,0.0,1.0,0.0
sink,0.0,1.0,3.0
educationsin,0.0,1.0,0.0
extras,0.0,1.0,0.0
ours,0.0,1.0,2.0
washingextra,0.0,1.0,0.0
reeling,0.0,1.0,0.0
writhing,0.0,1.0,0.0
arithmeticambition,0.0,1.0,0.0
distraction,0.0,1.0,1.0
derision,0.0,1.0,2.0
uglifying,0.0,1.0,0.0
beautify,0.0,1.0,0.0
meanstomakeanythingprettier,0.0,1.0,0.0
uglify,0.0,1.0,0.0
simpleton,0.0,1.0,4.0
encouraged,0.0,1.0,8.0
counting,0.0,1.0,1.0
flappers,0.0,1.0,0.0
ancient,0.0,1.0,1.0
seaography,0.0,1.0,0.0
drawlingthe,0.0,1.0,0.0
conger,0.0,1.0,0.0
fainting,0.0,1.0,0.0
coils,0.0,1.0,0.0
classics,0.0,1.0,0.0
hid,0.0,1.0,0.0
lessen,0.0,1.0,4.0
eleventh,0.0,1.0,0.0
twelfth,0.0,1.0,0.0
x,0.0,1.0,1.0
flapper,0.0,1.0,0.0
bone,0.0,1.0,0.0
punching,0.0,1.0,0.0
aliceand,0.0,1.0,0.0
lines,0.0,1.0,9.0
seals,0.0,1.0,0.0
jelly,0.0,1.0,0.0
partner,0.0,1.0,17.0
partners,0.0,1.0,3.0
retire,0.0,1.0,0.0
capering,0.0,1.0,0.0
yelled,0.0,1.0,0.0
forepaws,0.0,1.0,0.0
shinglewill,0.0,1.0,0.0
askance,0.0,1.0,0.0
scaly,0.0,1.0,0.0
beloved,0.0,1.0,2.0
theyyou've,0.0,1.0,0.0
mouthsand,0.0,1.0,0.0
eyestell,0.0,1.0,0.0
shiny,0.0,1.0,0.0
blacking,0.0,1.0,0.0
eels,0.0,1.0,0.0
shrimp,0.0,1.0,0.0
adventuresbeginning,0.0,1.0,0.0
gained,0.0,1.0,11.0
listeners,0.0,1.0,0.0
sluggard,0.0,1.0,0.0
eyelids,0.0,1.0,0.0
trims,0.0,1.0,0.0
belt,0.0,1.0,0.0
sands,0.0,1.0,0.0
lark,0.0,1.0,0.0
shark,0.0,1.0,0.0
rises,0.0,1.0,1.0
sharks,0.0,1.0,0.0
tremulous,0.0,1.0,0.0
uncommon,0.0,1.0,5.0
disobey,0.0,1.0,0.0
crust,0.0,1.0,0.0
gravy,0.0,1.0,0.0
meat,0.0,1.0,4.0
boon,0.0,1.0,0.0
permitted,0.0,1.0,1.0
received,0.0,1.0,61.0
banquet,0.0,1.0,0.0
tastes,0.0,1.0,1.0
tureen,0.0,1.0,0.0
dainties,0.0,1.0,0.0
ennyworth,0.0,1.0,0.0
pennyworth,0.0,1.0,0.0
panted,0.0,1.0,0.0
xi,0.0,1.0,1.0
seated,0.0,1.0,15.0
throne,0.0,1.0,0.0
themall,0.0,1.0,0.0
chains,0.0,1.0,0.0
themi,0.0,1.0,0.0
refreshments,0.0,1.0,0.0
justice,0.0,1.0,15.0
frontispiece,0.0,1.0,0.0
becoming,0.0,1.0,3.0
rightly,0.0,1.0,2.0
spell,0.0,1.0,0.0
muddle,0.0,1.0,0.0
slates'll,0.0,1.0,0.0
juror,0.0,1.0,0.0
herald,0.0,1.0,0.0
accusation,0.0,1.0,1.0
fourteenth,0.0,1.0,0.0
fifteenth,0.0,1.0,0.0
shillings,0.0,1.0,1.0
pence,0.0,1.0,0.0
stolen,0.0,1.0,0.0
memorandum,0.0,1.0,0.0
fidgeted,0.0,1.0,0.0
encourage,0.0,1.0,6.0
squeeze,0.0,1.0,0.0
boldly,0.0,1.0,1.0
reasonable,0.0,1.0,14.0
pace,0.0,1.0,1.0
ridiculous,0.0,1.0,4.0
teanot,0.0,1.0,0.0
soand,0.0,1.0,0.0
thinand,0.0,1.0,0.0
dunce,0.0,1.0,0.0
thatonly,0.0,1.0,0.0
denies,0.0,1.0,0.0
speaker,0.0,1.0,1.0
strings,0.0,1.0,0.0
trials,0.0,1.0,1.0
attempts,0.0,1.0,0.0
applause,0.0,1.0,0.0
shrieked,0.0,1.0,0.0
behead,0.0,1.0,0.0
suppress,0.0,1.0,2.0
ache,0.0,1.0,0.0
xii,0.0,1.0,1.0
upsetting,0.0,1.0,0.0
reminding,0.0,1.0,1.0
globe,0.0,1.0,0.0
dismay,0.0,1.0,1.0
placesall,0.0,1.0,0.0
emphasis,0.0,1.0,1.0
downwards,0.0,1.0,0.0
signifies,0.0,1.0,0.0
pencils,0.0,1.0,0.0
diligently,0.0,1.0,0.0
overcome,0.0,1.0,10.0
gazing,0.0,1.0,0.0
importantunimportantunimportantimportant,0.0,1.0,0.0
cackled,0.0,1.0,0.0
persons,0.0,1.0,9.0
oldest,0.0,1.0,0.0
toto,0.0,1.0,0.0
handwriting,0.0,1.0,0.0
queerest,0.0,1.0,0.0
imitated,0.0,1.0,1.0
prove,0.0,1.0,8.0
clapping,0.0,1.0,0.0
guilt,0.0,1.0,3.0
involved,0.0,1.0,3.0
trusts,0.0,1.0,0.0
obstacle,0.0,1.0,0.0
sixpence,0.0,1.0,1.0
attempted,0.0,1.0,5.0
saves,0.0,1.0,0.0
spreading,0.0,1.0,1.0
coursei,0.0,1.0,0.0
clearer,0.0,1.0,1.0
againbefore,0.0,1.0,0.0
fits,0.0,1.0,0.0
furiously,0.0,1.0,0.0
inkstand,0.0,1.0,0.0
ink,0.0,1.0,0.0
trickling,0.0,1.0,0.0
pun,0.0,1.0,0.0
twentieth,0.0,1.0,0.0
firstverdict,0.0,1.0,0.0
purple,0.0,1.0,0.0
flying,0.0,1.0,2.0
brushing,0.0,1.0,0.0
dreaming,0.0,1.0,0.0
hersshe,0.0,1.0,0.0
toss,0.0,1.0,0.0
eyesand,0.0,1.0,0.0
rustled,0.0,1.0,0.0
bythe,0.0,1.0,0.0
poolshe,0.0,1.0,0.0
rattle,0.0,1.0,2.0
shared,0.0,1.0,4.0
meal,0.0,1.0,0.0
executiononce,0.0,1.0,0.0
crashed,0.0,1.0,0.0
itonce,0.0,1.0,0.0
realitythe,0.0,1.0,0.0
reedsthe,0.0,1.0,0.0
tinkling,0.0,1.0,0.0
shepherd,0.0,1.0,0.0
boyand,0.0,1.0,0.0
noises,0.0,1.0,0.0
yardwhile,0.0,1.0,0.0
lowing,0.0,1.0,0.0
cattle,0.0,1.0,0.0
lastly,0.0,1.0,1.0
pictured,0.0,1.0,1.0
riper,0.0,1.0,0.0
childhood,0.0,1.0,1.0
joys,0.0,1.0,0.0
elizabeth,0.0,0.0,629.0
darcy,0.0,0.0,417.0
bennet,0.0,0.0,324.0
bingley,0.0,0.0,306.0
--,0.0,0.0,300.0
jane,0.0,0.0,292.0
wickham,0.0,0.0,194.0
collins,0.0,0.0,179.0
lydia,0.0,0.0,171.0
gardiner,0.0,0.0,97.0
lizzy,0.0,0.0,95.0
longbourn,0.0,0.0,88.0
charlotte,0.0,0.0,85.0
netherfield,0.0,0.0,73.0
lucas,0.0,0.0,70.0
kitty,0.0,0.0,70.0
colonel,0.0,0.0,66.0
meryton,0.0,0.0,57.0
pemberley,0.0,0.0,53.0
daughters,0.0,0.0,51.0
regard,0.0,0.0,49.0
rosings,0.0,0.0,49.0
ladyship,0.0,0.0,42.0
hertfordshire,0.0,0.0,41.0
civility,0.0,0.0,41.0
fortune,0.0,0.0,39.0
forster,0.0,0.0,39.0
bourgh,0.0,0.0,39.0
fitzwilliam,0.0,0.0,37.0
amiable,0.0,0.0,36.0
satisfied,0.0,0.0,34.0
wishes,0.0,0.0,34.0
hurst,0.0,0.0,33.0
philips,0.0,0.0,33.0
sensible,0.0,0.0,32.0
equal,0.0,0.0,30.0
kindness,0.0,0.0,29.0
receive,0.0,0.0,28.0
exceedingly,0.0,0.0,28.0
importance,0.0,0.0,27.0
attachment,0.0,0.0,27.0
expressed,0.0,0.0,26.0
allowed,0.0,0.0,26.0
attentions,0.0,0.0,26.0
concern,0.0,0.0,26.0
wholly,0.0,0.0,26.0
humour,0.0,0.0,25.0
disposition,0.0,0.0,25.0
hunsford,0.0,0.0,25.0
persuaded,0.0,0.0,25.0
acquainted,0.0,0.0,24.0
derbyshire,0.0,0.0,24.0
said--,0.0,0.0,24.0
serious,0.0,0.0,24.0
brighton,0.0,0.0,24.0
design,0.0,0.0,23.0
depend,0.0,0.0,23.0
sake,0.0,0.0,23.0
hopes,0.0,0.0,23.0
eliza,0.0,0.0,23.0
inquiries,0.0,0.0,23.0
frequently,0.0,0.0,23.0
eldest,0.0,0.0,22.0
praise,0.0,0.0,22.0
regiment,0.0,0.0,22.0
niece,0.0,0.0,22.0
inclination,0.0,0.0,21.0
morrow,0.0,0.0,20.0
equally,0.0,0.0,20.0
maria,0.0,0.0,20.0
endeavour,0.0,0.0,20.0
madam,0.0,0.0,20.0
engagement,0.0,0.0,20.0
particulars,0.0,0.0,20.0
receiving,0.0,0.0,20.0
connections,0.0,0.0,19.0
danger,0.0,0.0,19.0
resolution,0.0,0.0,19.0
anxiety,0.0,0.0,19.0
comprehend,0.0,0.0,19.0
expectation,0.0,0.0,19.0
vanity,0.0,0.0,18.0
evident,0.0,0.0,18.0
felicity,0.0,0.0,18.0
scheme,0.0,0.0,18.0
motive,0.0,0.0,18.0
parsonage,0.0,0.0,18.0
report,0.0,0.0,17.0
likewise,0.0,0.0,17.0
politeness,0.0,0.0,17.0
caroline,0.0,0.0,17.0
loss,0.0,0.0,17.0
affectionate,0.0,0.0,17.0
composure,0.0,0.0,16.0
dine,0.0,0.0,16.0
housekeeper,0.0,0.0,16.0
distress,0.0,0.0,16.0
objection,0.0,0.0,15.0
lively,0.0,0.0,15.0
fortunate,0.0,0.0,15.0
tolerable,0.0,0.0,15.0
duty,0.0,0.0,15.0
prevailed,0.0,0.0,15.0
misery,0.0,0.0,15.0
georgiana,0.0,0.0,15.0
supposing,0.0,0.0,15.0
compassion,0.0,0.0,14.0
consideration,0.0,0.0,14.0
youngest,0.0,0.0,14.0
disagreeable,0.0,0.0,14.0
observation,0.0,0.0,14.0
judgment,0.0,0.0,14.0
greatly,0.0,0.0,14.0
lucases,0.0,0.0,14.0
tolerably,0.0,0.0,14.0
wishing,0.0,0.0,14.0
prospect,0.0,0.0,14.0
assurance,0.0,0.0,14.0
evil,0.0,0.0,14.0
kent,0.0,0.0,14.0
painful,0.0,0.0,14.0
deceived,0.0,0.0,14.0
consent,0.0,0.0,13.0
suffer,0.0,0.0,13.0
assistance,0.0,0.0,13.0
leisure,0.0,0.0,13.0
enjoyment,0.0,0.0,13.0
possibility,0.0,0.0,13.0
partiality,0.0,0.0,13.0
comparison,0.0,0.0,13.0
dared,0.0,0.0,13.0
distressed,0.0,0.0,13.0
recollected,0.0,0.0,13.0
recommend,0.0,0.0,12.0
observing,0.0,0.0,12.0
heaven,0.0,0.0,12.0
favourable,0.0,0.0,12.0
grieved,0.0,0.0,12.0
amongst,0.0,0.0,12.0
accomplished,0.0,0.0,12.0
rank,0.0,0.0,12.0
public,0.0,0.0,12.0
approaching,0.0,0.0,12.0
application,0.0,0.0,12.0
expressions,0.0,0.0,12.0
add,0.0,0.0,12.0
applied,0.0,0.0,12.0
recollection,0.0,0.0,12.0
tuesday,0.0,0.0,12.0
lord,0.0,0.0,12.0
denny,0.0,0.0,12.0
shire,0.0,0.0,12.0
engagements,0.0,0.0,12.0
congratulations,0.0,0.0,12.0
probable,0.0,0.0,12.0
apprehension,0.0,0.0,12.0
views,0.0,0.0,11.0
chaise,0.0,0.0,11.0
mamma,0.0,0.0,11.0
neglect,0.0,0.0,11.0
noble,0.0,0.0,11.0
compliments,0.0,0.0,11.0
instrument,0.0,0.0,11.0
plain,0.0,0.0,11.0
relation,0.0,0.0,11.0
required,0.0,0.0,11.0
boast,0.0,0.0,11.0
relate,0.0,0.0,11.0
confidence,0.0,0.0,11.0
income,0.0,0.0,11.0
folly,0.0,0.0,11.0
relationship,0.0,0.0,11.0
disgrace,0.0,0.0,11.0
necessity,0.0,0.0,11.0
imprudent,0.0,0.0,11.0
esteem,0.0,0.0,11.0
objections,0.0,0.0,11.0
flatter,0.0,0.0,10.0
preference,0.0,0.0,10.0
insufficient,0.0,0.0,10.0
nieces,0.0,0.0,10.0
reflection,0.0,0.0,10.0
unlucky,0.0,0.0,10.0
consequently,0.0,0.0,10.0
fears,0.0,0.0,10.0
excessively,0.0,0.0,10.0
unwilling,0.0,0.0,10.0
attentive,0.0,0.0,10.0
bennets,0.0,0.0,10.0
remarkably,0.0,0.0,10.0
probability,0.0,0.0,10.0
consolation,0.0,0.0,10.0
encouragement,0.0,0.0,10.0
undoubtedly,0.0,0.0,10.0
vexation,0.0,0.0,10.0
nay,0.0,0.0,10.0
sentiments,0.0,0.0,10.0
coach,0.0,0.0,10.0
quit,0.0,0.0,10.0
style,0.0,0.0,10.0
heartily,0.0,0.0,10.0
observe,0.0,0.0,10.0
rational,0.0,0.0,10.0
communication,0.0,0.0,10.0
prepared,0.0,0.0,10.0
inquire,0.0,0.0,10.0
utmost,0.0,0.0,10.0
imprudence,0.0,0.0,10.0
virtue,0.0,0.0,10.0
sincere,0.0,0.0,10.0
amazement,0.0,0.0,10.0
impatience,0.0,0.0,10.0
proceeded,0.0,0.0,10.0
endeavoured,0.0,0.0,10.0
happiest,0.0,0.0,10.0
elder,0.0,0.0,10.0
goodness,0.0,0.0,10.0
lambton,0.0,0.0,10.0
reynolds,0.0,0.0,10.0
debts,0.0,0.0,10.0
possession,0.0,0.0,9.0
assembly,0.0,0.0,9.0
spirit,0.0,0.0,9.0
valuable,0.0,0.0,9.0
reflections,0.0,0.0,9.0
guarded,0.0,0.0,9.0
continue,0.0,0.0,9.0
thither,0.0,0.0,9.0
